Plate,labPerson,labPeriod,gid,Low intensity (by feeling),Weird chromatogram,Splitted peaks/very bad chr,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24
3,Z,1,F2_3,NO,NO,NO,16564,51261,25806,3540766,33781,794326,64594,3698637,2647466,1044559,173065,150647,57313,3975581,483559,893101,164490,2850878,289290,58389,90342,15633,315843,253794
3,Z,1,F3_1,NO,NO,NO,20500,53012,18486,3851748,32920,840531,63990,4048807,2803879,1141565,186718,166754,59950,4275251,540695,968876,193700,3145504,351874,84998,135964,24642,391167,314475
3,Z,1,F3_2,NO,NO,NO,18240,84522,48265,4119324,110365,905476,92927,4269728,3094026,1172108,224552,182234,107899,4520889,559219,1119830,192978,3334130,347935,93638,116384,23971,391586,308099
3,Z,1,F3_3,NO,NO,NO,13820,33690,41126,2119363,25138,460344,53068,2258354,1577380,590781,131913,97974,62891,2360587,285966,548478,92042,1742386,166472,37313,51757,10105,196104,153601
4,X,2,C1_1,NO,NO,NO,18817,70113,31504,4278379,33069,737518,49951,3236353,1838012,624632,95222,75123,37900,2191557,240514,623588,117668,1733936,301981,47890,89709,15861,440360,291346
4,X,2,C1_2,NO,NO,NO,15291,64640,28943,3660779,28041,640025,42409,2733202,1577669,538846,86735,66013,30103,1859696,201936,512755,93271,1429202,238470,46428,84923,9998,338018,228410
4,X,2,C1_3,NO,NO,NO,23187,98491,30051,6406882,36252,1119646,62801,4917864,2808641,960014,153547,113994,46408,3434094,381706,928317,194304,2678389,475211,112711,159164,38567,633956,433989
4,X,2,C2_1,NO,NO,NO,17466,62966,20342,4144620,30257,710823,44092,3176499,1758536,612498,99594,77857,42129,2153429,250122,616436,141701,1761691,314571,94649,126967,30075,447310,294506
4,X,2,C2_2,NO,NO,NO,23759,77188,22000,4485319,33657,769869,49389,3268551,1884756,629018,110795,88931,40324,2205362,260411,625663,131410,1744894,313588,78565,113074,36345,422990,281795
4,X,2,C2_3,NO,NO,NO,29617,138036,36905,8276170,43177,1452521,85524,6159386,3609405,1205053,198941,148161,59942,4255446,460172,1152690,223005,3221033,542795,127822,187265,42919,726153,503235
4,X,2,C3_1,NO,NO,NO,30773,148759,40559,8753306,48457,1534189,92403,6419847,3814755,1252136,209777,161613,61777,4458335,484838,1198169,233888,3320070,566057,133402,180226,52109,745281,512206
4,X,2,C3_2,NO,NO,NO,25443,121014,33985,7576072,41755,1310026,80877,5699078,3313389,1092350,189948,143764,58779,3984068,440254,1053097,219142,3032049,530496,121025,170765,43338,707615,476609
4,X,2,C3_3,NO,NO,NO,28912,144834,38390,9016000,39968,1561631,91633,6633299,3887318,1277353,194167,156745,65913,4532404,473904,1244267,241399,3401511,575287,120822,197137,57097,779576,531513
4,X,2,A1_1,NO,NO,NO,12125,72600,23233,2842408,21070,534258,47375,1973107,1360748,406022,72508,69835,27818,1330934,134235,327423,68130,754433,144718,47138,60776,10080,161984,123512
4,X,2,A1_2,NO,NO,NO,19168,103710,29451,3803879,41986,720152,74554,2744712,1832518,565848,109334,113904,46000,1873976,212859,465122,106957,1079230,198805,67393,100675,13540,236976,170147
4,X,2,A1_3,NO,NO,NO,28511,185392,32220,6739003,44821,1296815,128789,4731491,3228460,982312,177279,193742,67224,3253819,348996,762530,172987,1806313,315372,79270,132314,22727,355313,259450
4,X,2,A2_1,NO,NO,NO,12269,66885,28063,2458748,23591,453477,47163,1794120,1172378,358824,60670,60519,24669,1194695,122368,283231,58305,687839,125711,35314,68280,10829,160178,109669
4,X,2,A2_2,NO,NO,NO,21708,137655,24682,5402242,29371,1036198,92731,3957443,2647480,815345,141751,150274,49308,2763977,290080,628914,147167,1562250,291825,84548,130268,25582,326378,236997
4,X,2,A2_3,NO,NO,NO,35265,235543,43175,8757262,50533,1678692,157361,6070277,4176554,1262866,209474,238119,80253,4135068,422224,990454,206532,2265018,395539,71687,149542,31777,450207,329011
4,X,2,A3_1,NO,NO,NO,22392,125425,30959,4794806,46745,896717,90203,3326064,2271636,684165,130068,135202,53183,2231221,244647,550822,117152,1239197,226799,67169,106477,12760,259421,185991
4,X,2,A3_2,YES,NO,NO,5069,30847,22005,1050015,8531,196935,25414,740764,505104,153371,29327,33910,22081,490474,56009,131962,27156,280038,51335,19270,25705,4798,57135,48832
4,X,2,A3_3,NO,NO,NO,12825,66049,25989,2472177,22690,470475,48489,1784095,1187541,367974,69949,75679,33591,1209407,134685,300875,68839,707455,128185,41050,59964,8476,160851,110682
4,X,2,D1_1,NO,NO,NO,10510,58300,26968,2396570,27090,344013,42912,2673337,1127090,444158,56907,94287,28717,1866291,179782,288261,89961,1134295,208503,52484,85724,15964,272456,177024
4,X,2,D1_2,NO,NO,NO,9079,47136,25362,2188913,16968,310420,36647,2395186,1031917,395180,50171,89085,32618,1636686,160061,273657,94265,998421,180799,54811,75436,11909,226592,154457
4,X,2,D1_3,YES,NO,NO,3791,16134,7304,780057,7772,111806,16247,857237,363266,143483,17905,37049,13139,590564,58400,94256,30494,343420,57377,18760,22423,3352,72585,45819
4,X,2,D2_1,NO,NO,NO,12123,40047,24789,1920190,22769,270748,40915,2076884,900179,341571,42030,77901,31553,1409743,135428,229090,67873,847327,146332,31872,51582,10842,197316,124825
4,X,2,D2_2,NO,NO,NO,12641,57848,17693,2720978,24426,384424,40598,2993271,1260748,491624,55968,104252,28066,2053321,192626,309975,99869,1203256,212457,44436,73611,10244,262164,165234
4,X,2,D2_3,NO,NO,NO,17069,97910,21762,4911589,32104,716582,78050,5471852,2375355,918186,121437,209341,62052,3869455,383091,615345,218092,2378616,437567,120208,180737,32574,532008,337077
4,X,2,D3_1,NO,NO,NO,20755,117750,32272,5715900,33389,826896,90460,6307945,2702435,1051517,119311,232661,67251,4441151,413154,663887,218608,2597785,453521,86086,145535,31374,546031,346839
4,X,2,D3_2,NO,YES,NO,10931,57786,17373,2756302,25534,386649,40174,3043426,1293410,494607,52952,94291,21994,2100213,176238,301160,86786,1207310,199127,37488,67858,10936,253870,159870
4,X,2,D3_3,NO,NO,NO,24833,114501,26304,5061033,36605,751566,88016,5379932,2372339,902042,106569,208094,52458,3713030,340668,563233,178134,2151704,373677,71141,124275,28361,443925,289424
4,X,2,H1_1,NO,NO,NO,21988,153126,35325,4935644,62927,1233393,182422,6586784,3950794,1688806,264218,507923,109662,7274218,886474,1525987,451975,5729064,609332,145435,232901,65624,755745,534187
4,X,2,H1_2,NO,NO,NO,12402,88575,23393,3013856,44355,732412,112233,4052682,2349804,1026394,173209,312260,81193,4383656,550629,946562,292748,3572607,411615,132906,195329,43771,508560,355557
4,X,2,H1_3,NO,NO,NO,19006,125069,24015,4144702,52946,1036749,156818,5642621,3384363,1443349,237116,432737,92676,6227734,754883,1315545,400513,4959650,541697,161313,248216,59025,666442,470009
4,X,2,H3_1,NO,NO,NO,19438,96822,19724,4123711,41297,1098609,121748,7312464,4291366,1848060,256228,343953,78418,8536321,885030,1215464,302254,4995136,709404,122609,217720,47594,612132,611654
4,X,2,H3_2,NO,NO,NO,8191,31010,16875,1346103,21909,345419,44439,2413201,1347942,595650,84409,112802,43321,2712379,300080,433440,116934,1689162,247293,66627,92143,18914,236208,218485
4,X,2,H3_3,NO,NO,NO,10521,39419,17909,1891875,31053,481265,57530,3352936,1890923,821979,115317,150769,44815,3764828,402620,571770,133189,2304879,325082,66301,114231,15723,306219,281625
4,X,2,I2_1,NO,NO,NO,10263,68892,16570,2072105,26797,600498,72702,3496712,1423538,1054585,111726,151975,54037,3031395,424720,553701,150293,2155835,379341,71900,109292,22386,335338,386624
4,X,2,I2_2,NO,NO,NO,11136,82444,18520,2237003,38380,645744,81524,3851927,1579968,1145708,125918,168872,47962,3426615,476922,609236,163532,2492168,461553,78879,134852,28718,414333,503277
4,X,2,I2_3,NO,NO,NO,11644,90661,19032,2707002,34672,779629,95007,4783565,1901539,1413446,143162,203051,68262,4282826,586285,764380,214256,3167476,574091,91899,163883,39954,536948,603821
4,X,2,I3_1,NO,NO,NO,8649,67193,20466,1871197,26924,528772,60859,3145305,1278287,921157,104015,126647,42464,2664891,372428,494171,149491,1901421,365207,85942,128043,25595,319554,378034
4,X,2,I3_2,NO,NO,NO,7132,39519,13759,1061858,25850,292436,42737,1830388,738697,528185,57212,71883,27239,1562922,215173,286767,69994,1164824,217019,39932,72880,13249,206995,237095
4,X,2,I3_3,NO,NO,NO,13507,102129,22403,3083227,34938,866177,102010,5186318,2139432,1521987,159987,223755,69415,4566052,619523,808815,216456,3252269,579277,98659,151988,40880,514134,578580
4,X,2,J1_1,NO,NO,NO,22734,88748,25730,5648650,44367,1245427,90801,5293518,2850859,1422493,204782,233607,79424,4654445,601720,801844,259703,2936330,653692,94959,167535,44663,559335,468711
4,X,2,J1_2,NO,NO,NO,14380,47799,40501,2588769,37870,558479,45120,2470201,1303766,648058,99639,100003,48878,2137326,275787,375654,111849,1369255,299662,57264,92744,18687,270713,223788
4,X,2,J1_3,NO,NO,NO,16698,55511,25513,3714757,30942,806258,57216,3512727,1868671,931674,127375,138796,44999,3087576,385564,514015,161710,1960223,443627,60826,116355,21728,391349,330587
4,X,2,J2_1,NO,NO,NO,24877,102729,26709,6288881,47097,1412282,99142,5910262,3223000,1612839,241369,257729,75695,5282099,682804,855720,289545,3220425,725145,110792,185129,41919,591517,518359
4,X,2,J2_2,NO,NO,NO,16198,57507,15801,4023716,27998,869806,52359,3806443,2030118,1003705,133592,144968,45736,3345841,417933,575924,182623,2170573,483573,79043,143324,33593,429449,345961
4,X,2,J2_3,NO,NO,NO,18838,75487,22713,4381692,51405,917961,72644,4175596,2198010,1046451,149721,178403,55937,3516253,445337,600813,193789,2184376,463612,82982,140154,27737,425413,344468
4,X,2,J3_1,NO,NO,NO,30071,118461,32687,6926764,59874,1533018,110973,6409596,3472893,1723941,252387,261921,75712,5493254,694091,928347,287984,3357634,735894,113659,190142,45082,618583,539515
4,X,2,J3_2,NO,NO,NO,13052,43655,25358,1976786,31401,426275,38416,1847362,985551,482243,76341,73326,29873,1555228,205810,280196,83777,998946,221680,36766,66504,12084,196371,168625
4,X,2,J3_3,NO,NO,NO,23446,93308,28816,5601476,47064,1231128,92395,5194567,2828357,1384336,196060,221021,65924,4504968,571853,754922,232988,2782947,604483,78340,153382,35367,513374,426725
4,X,2,B1_1,NO,NO,NO,5754,43469,17275,1603877,21784,519058,34590,1546016,942353,567359,82957,64619,27463,1236322,195224,350967,79201,963011,197880,35390,59803,13619,165627,201684
4,X,2,B1_2,NO,NO,NO,9162,35656,15426,1179941,14550,377834,26060,1103665,689991,399420,56739,44745,19409,870403,131811,244317,55983,663110,136880,41874,47872,15075,113279,139239
4,X,2,B1_3,NO,NO,NO,13099,88322,30596,3300971,37952,1070067,70020,3176870,1933724,1162693,168480,139738,56697,2522678,408833,718083,173742,1937583,406878,84743,131728,29698,336793,407715
4,X,2,B2_1,NO,NO,NO,22083,151664,27703,4999312,49631,1644071,109831,4626780,2926314,1710507,255865,212119,68820,3720804,588323,1030106,242534,2789419,569992,93283,164386,48832,441976,546286
4,X,2,B2_2,NO,NO,NO,18448,129323,27968,4619236,42147,1522297,90137,4455210,2750984,1655594,238594,191764,62976,3661146,586508,987953,239621,2781760,594426,110961,185536,53200,462910,573032
4,X,2,B2_3,NO,NO,NO,11952,72138,29379,2581584,43135,837897,54483,2479338,1521185,910688,137312,104379,45602,1994034,319302,556421,125385,1536577,318047,57082,106044,21871,271657,324037
4,X,2,stand_01,NO,NO,NO,8621,46609,15599,1523759,16493,389943,43315,1482500,784516,398150,58841,100030,27184,1216235,170171,268320,92157,849941,148749,40418,55023,11190,144116,132251
4,X,2,stand_02,NO,NO,NO,20357,98110,18197,3364962,27888,877885,94119,3319958,1758885,898652,131443,229060,54703,2791956,374063,563274,194560,1942956,330731,79392,116841,27917,314572,282604
4,X,2,stand_03,NO,NO,NO,10426,40809,18788,1300670,21466,332145,39143,1261839,665274,334047,54726,88943,26617,1028697,154946,229963,89994,720705,126153,49208,54160,13035,119526,119176
4,X,2,stand_04,NO,NO,NO,12364,60121,17212,2093150,22084,534985,64222,2069759,1082041,552614,82484,146930,47816,1703953,239159,371327,129380,1198963,197593,52371,75635,14891,198822,175439
4,X,2,stand_05,NO,NO,NO,17717,96421,19034,3367401,28769,862763,94425,3325384,1768206,896057,128088,229275,58213,2806182,386579,564961,197328,1906301,316295,75078,109610,26903,298258,264840
4,X,2,stand_06,NO,NO,NO,22319,115667,16256,4058644,36265,1063296,115253,3965161,2151712,1087466,162046,275498,60246,3351237,459788,687586,243614,2321132,394532,102750,152725,38016,372861,343032
4,X,2,stand_07,NO,NO,NO,11238,52109,18770,1596673,24725,412044,52681,1551730,827386,413580,62958,105649,31896,1259809,169865,262404,85932,860693,140228,29483,49810,12458,143098,132457
4,X,2,stand_08,NO,NO,NO,12410,56646,12191,1945318,20124,495286,55506,1888494,1014464,508913,71512,124169,29204,1575573,209524,319102,106096,1082244,180199,48670,64225,12997,175405,160871
4,X,2,stand_09,NO,NO,NO,19333,103514,21744,3862081,37801,1002350,104661,3815693,2109320,1054088,163127,262556,66138,3328591,472911,699740,232714,2350892,392201,98083,141593,32463,372411,344554
4,X,2,stand_10,YES,NO,NO,8866,30936,9286,969886,12816,238077,27258,897813,479066,239103,36986,63375,18593,740305,107813,166716,68613,527432,89949,34543,36950,7968,88294,82886
4,X,2,stand_11,NO,NO,NO,19079,102087,26800,3527651,29317,904358,98007,3503943,1821503,934969,132509,234176,56783,2923884,390128,582644,196758,2038398,319853,82508,124271,29626,320539,282615
4,X,2,stand_12,NO,NO,NO,17415,93544,20634,2982214,34595,769288,92691,2869031,1542193,780386,117171,208791,46719,2372829,322756,489434,173593,1648434,276744,65575,105717,26261,268925,251377
4,X,2,stand_13,NO,NO,NO,16960,88443,15046,2931282,30093,767157,84316,2814729,1512288,760803,114909,198647,48970,2325527,324558,492991,181025,1629426,285308,75519,113188,28811,272337,254268
4,X,2,stand_14,NO,NO,NO,16048,90682,16015,2987026,28513,772735,87430,2859584,1518620,760462,114452,200048,41667,2338451,306804,478955,168127,1631671,266615,66934,100343,26693,266716,241996
4,X,2,E1_1,NO,NO,NO,19624,101619,23597,4335942,44677,944503,98664,5156945,2753243,1214878,157727,206315,69110,4149575,475151,834095,194788,2714688,423738,74891,135683,28917,460489,359648
4,X,2,E1_2,NO,NO,NO,15480,61926,29588,2525691,37662,540736,60133,3003781,1607197,702821,93426,112988,43702,2373853,270867,484940,104510,1566217,248832,43475,79728,13045,283801,230259
4,X,2,E1_3,NO,NO,NO,19340,90135,26512,3983242,36603,867734,80239,4797299,2551597,1115186,152375,176644,48769,3877315,429442,770324,188595,2578890,407998,104098,172325,29929,454643,365136
4,X,2,E2_1,NO,NO,NO,22975,117565,23531,4618315,46525,1036179,114233,5454981,3011313,1310068,180051,237115,76183,4356045,509461,897295,210144,2761476,432598,80161,126350,35837,446296,364978
4,X,2,E2_2,NO,NO,NO,23301,150714,31385,6057035,59636,1359550,132715,7069076,3940426,1717525,248035,292818,95611,5700329,683135,1152547,287315,3623997,586530,146995,218326,44270,606331,501802
4,X,2,E2_3,YES,NO,NO,5032,16825,12665,587667,8431,124195,15577,697332,371674,160975,21662,23762,15045,539488,65048,128373,41047,368016,65965,31191,30369,8578,67208,57120
4,X,2,E3_1,NO,NO,NO,11075,63586,12088,2781877,21928,598184,57067,3243518,1738474,762708,100725,128460,43167,2565922,303333,541744,138873,1706967,277605,60953,94021,23225,298237,239892
4,X,2,E3_2,NO,NO,NO,22247,129504,27871,5272001,44466,1164492,113940,6129579,3356782,1472898,196380,240045,76290,4920535,563539,986914,236687,3140829,499068,106672,159064,37239,523549,436501
4,X,2,E3_3,YES,NO,NO,3993,19949,12081,852389,10002,176071,18676,1029701,542317,230339,31986,32691,14833,805356,88204,168600,40881,548792,88373,31459,39112,7968,101220,81182
4,X,2,G1_1,NO,NO,NO,12380,40830,13221,1512867,28933,396332,49044,2653002,1520660,662187,95720,130247,38608,3031916,326321,452432,113006,1821409,250456,47422,82906,12364,232132,228608
4,X,2,G1_2,NO,NO,NO,10097,32215,17595,1212366,23542,315586,42564,2205383,1210257,542389,78146,103402,37592,2528412,274617,384001,94944,1599001,224582,52284,83372,13029,225672,212021
4,X,2,G1_3,NO,NO,NO,10565,38636,15629,1662113,24026,434481,52388,3023018,1702704,767654,105294,145892,39337,3561343,380288,512533,131000,2198655,317942,52612,103825,17422,301155,285024
4,X,2,G2_1,NO,NO,NO,12084,48758,21550,2135555,33325,547257,62001,3720908,2085571,921959,124860,173931,54319,4280076,455908,617852,161240,2581634,367962,81115,126476,27892,337385,306388
4,X,2,G2_2,NO,NO,NO,17930,75462,19418,3281450,37147,867653,97589,5806688,3376058,1476317,208856,279767,70548,6884593,733959,986502,256408,4126278,586592,105339,188350,39563,531909,510315
4,X,2,G2_3,NO,NO,NO,18365,75348,18272,3387552,41113,910615,106682,6100889,3592528,1564125,225670,306141,81548,7271654,788633,1046546,272279,4363620,625202,106037,190294,41026,552190,539037
4,X,2,G3_1,NO,NO,NO,10543,44666,9036,1804002,16564,420027,52557,2526279,1419539,617785,89825,167057,35785,2779221,323338,555396,171489,2304758,258878,88843,126083,31509,343430,232735
4,X,2,G3_2,NO,NO,NO,16085,81381,21249,2680373,44010,674385,103091,3545759,2146049,919648,158600,292124,64099,3896968,504270,837109,257695,3064742,332868,107406,142340,30460,406220,286747
4,X,2,G3_3,NO,NO,NO,13022,73985,13893,2593701,32382,636875,89454,3490686,2038704,890505,142789,269173,58588,3817657,474739,798403,253347,3066625,352619,108179,152251,37479,429131,303928
4,X,2,F1_1,NO,NO,NO,20692,61817,22516,4284450,35583,983424,78226,4650370,3162445,1353153,215672,213126,66592,5120643,664535,1118352,262579,3957773,547155,103593,188862,47364,578746,500810
4,X,2,F1_2,NO,NO,NO,16820,52744,19577,3536918,40774,812965,69074,3794568,2645470,1115114,190623,177647,63642,4167521,565629,962989,217129,3257840,442572,106963,158454,31584,472829,395977
4,X,2,F1_3,NO,NO,YES,13994,37757,26127,2667972,26726,607113,50117,2909519,1991448,852214,136781,125996,45589,3211877,424870,715082,166122,2516699,364518,73628,121845,21785,388315,332574
4,X,2,F2_1,NO,NO,NO,12637,30724,25886,1936284,27300,441814,43273,2047658,1415451,597960,102424,89571,41761,2161074,285547,497198,98814,1649098,213232,41683,70656,11686,228488,196743
4,X,2,F2_2,NO,NO,NO,9945,25594,12462,2030617,21594,453154,34889,2253598,1496199,644404,106350,99277,42762,2423573,331404,565311,136677,1961716,278134,75350,119500,16899,306933,252990
4,X,2,F2_3,NO,NO,NO,19855,59020,20064,4289648,39437,987831,75089,4650805,3221735,1374473,223901,213824,65933,5189746,692246,1150082,279999,4038942,574736,111673,199165,44402,593648,514096
4,X,2,F3_1,NO,NO,NO,18366,44775,27030,3071776,39257,685945,58444,3393296,2272900,965668,164034,152870,61851,3689495,498952,838212,200422,2942971,420017,96912,152372,25667,454394,364397
4,X,2,F3_2,NO,NO,NO,13095,33631,25026,2604566,28672,571159,50466,2873811,1921468,809500,136209,122322,51120,3112287,407619,710667,157643,2501413,352170,72044,121706,22199,395807,332779
4,X,2,F3_3,YES,NO,NO,8496,19267,18828,1157975,19837,254014,28419,1248938,829271,344222,63271,60190,28843,1273688,170281,300187,66088,1001116,139081,31528,47360,7671,151218,123586
5,Y,2,C1_1,NO,NO,NO,11846,54440,16126,3107840,19276,550878,37142,2456132,1270157,483619,66695,67701,32196,1670002,186456,449462,104561,1305112,201647,50471,66867,14041,291069,185460
5,Y,2,C1_2,NO,NO,NO,12477,49522,27639,3100443,24565,542457,32802,2414398,1291053,469795,77178,58102,28435,1631528,189411,447626,88769,1277148,205406,59427,75495,13561,290203,198980
5,Y,2,C1_3,NO,NO,NO,9292,43165,12542,2310929,18005,410455,27372,1787871,927364,350131,48853,44829,17509,1190884,130485,305319,67838,929222,138703,42790,48251,15071,195147,125820
5,Y,2,C2_1,NO,NO,NO,12557,57212,24439,3125897,28468,548738,35774,2407717,1267234,467198,71312,64398,35628,1601949,183530,440890,87273,1245636,185027,62810,73222,14365,266462,180066
5,Y,2,C2_2,NO,YES,NO,16369,74434,22207,3969442,38541,705381,50410,3060609,1617715,600048,84954,81012,38054,2036488,217140,537354,105741,1550037,227489,36387,63502,9490,334973,203469
5,Y,2,C2_3,NO,NO,NO,24019,114468,27242,5735485,41805,1049460,72184,4224226,2334491,851086,121297,116250,43469,2828019,297415,745339,136936,2053280,290147,44144,79665,24993,398287,263808
5,Y,2,C3_1,NO,NO,NO,27613,152196,39774,7772001,43206,1394960,94842,5834918,3218195,1143543,165978,158047,56409,3960780,395943,1007320,186352,2831926,365693,83124,112185,33168,518751,325850
5,Y,2,C3_2,NO,NO,NO,21189,109795,27956,5604601,30559,1014952,68361,4208983,2279326,835738,116709,117609,45541,2838851,293651,727296,135826,2058997,288899,52424,82434,24116,398484,258134
5,Y,2,C3_3,NO,NO,NO,25121,158851,39766,8306785,47239,1496722,102071,6203470,3450801,1225478,192924,175688,72749,4204040,444337,1098876,205391,3051415,428548,98279,126409,34545,589115,384941
5,Y,2,A1_1,NO,NO,NO,21332,137931,34643,4798334,38143,927583,93593,3453726,2272967,711493,119153,134480,46703,2317265,235312,545814,116259,1263905,204948,63332,90029,18229,243329,175588
5,Y,2,A1_2,NO,NO,NO,18345,108578,28076,3573779,32098,698926,78356,2787145,1690826,571171,92242,115801,42448,1889980,189351,416881,92683,1074251,173974,48206,77831,9430,226728,150382
5,Y,2,A1_3,NO,NO,NO,18670,124688,24523,3941789,33192,773165,84668,2814769,1811042,583353,93750,122645,37892,1849160,187813,424744,90537,975010,140370,36904,60062,14192,171994,120493
5,Y,2,A2_1,NO,NO,NO,23608,171895,27110,5557008,39190,1088843,118321,4063336,2564976,849197,140717,180149,59888,2714090,276874,617618,135149,1495884,229921,56506,96655,11614,289761,197375
5,Y,2,A2_2,NO,NO,NO,11782,91481,15733,3048831,20929,595720,58489,2276081,1411507,468289,69953,90813,26162,1514175,150309,332217,73457,815132,130291,42432,57802,12226,153095,107926
5,Y,2,A2_3,NO,NO,NO,24131,190963,38505,6181039,54683,1220151,126761,4464888,2882964,930949,148294,190037,61008,2977301,297948,674618,136698,1576123,224007,60497,93828,23833,277540,197287
5,Y,2,A3_1,NO,NO,NO,16879,132690,22488,4681730,32488,908249,87072,3573629,2202901,733271,108846,134383,42988,2409058,240522,531502,116413,1351837,212052,64965,94543,12881,276555,184658
5,Y,2,A3_2,NO,NO,NO,30890,235611,38004,7792880,42786,1540076,154603,5588411,3665501,1170655,185872,236766,70836,3797018,374500,856479,178820,2012507,292695,67193,118400,25097,359965,242019
5,Y,2,A3_3,YES,NO,NO,11813,66912,20312,2195656,23391,427116,45576,1693418,1031198,349453,58471,76962,29737,1142223,131425,270113,67488,638602,101592,47799,57931,12186,128561,96872
5,Y,2,D1_1,N O,NO,NO,7483,44153,12097,1810935,12516,270557,31578,2034925,815089,342295,36897,73369,17534,1411790,123056,190134,61465,819749,124702,32330,48278,10957,154452,95441
5,Y,2,D1_2,N O,NO,NO,22863,135585,27724,5185785,40015,809128,99446,5862560,2367038,1005813,112521,245275,56685,4120612,360860,558100,188442,2361246,346992,71430,113679,16752,436728,267037
5,Y,2,D1_3,N O,NO,NO,9634,54428,15519,2302820,22889,349248,45085,2615340,1051707,446231,52457,107604,27115,1840009,169586,258234,87407,1080839,165679,40275,59097,10192,210695,131753
5,Y,2,D2_1,N O,NO,NO,12938,78461,18213,3297938,32372,500258,60967,3729576,1511926,634742,70649,155892,44513,2615743,251697,386107,129288,1565587,238467,52258,78720,9995,308854,182775
5,Y,2,D2_2,N O,NO,NO,12649,62126,15588,2518045,20656,381344,45864,2839115,1142547,479347,48568,112788,28437,1966261,175469,289987,97841,1140184,170430,44659,58965,10849,210850,127954
5,Y,2,D2_3,N O,NO,NO,18192,123083,32915,4514543,38536,712902,89223,5018517,2045748,862670,99008,213590,55871,3488635,307893,489724,153377,1952063,269283,60245,93308,13827,339331,220360
5,Y,2,D3_1,YES,NO,NO,5056,28984,12875,1132120,12557,164926,24270,1209811,487889,202522,22935,51879,20130,777537,75803,113195,37799,394376,56749,16203,21308,6086,68069,44809
5,Y,2,D3_2,NO,NO,NO,8984,52456,13092,2324151,18919,349922,39203,2616177,1064724,443115,47770,98557,24247,1835882,162880,259553,85473,1083085,174883,39300,59493,10221,221286,136353
5,Y,2,D3_3,NO,NO,NO,22432,183184,29904,6913867,38523,1104598,132103,7641371,3180448,1325725,149106,334986,74718,5378248,475458,749153,248273,2994127,434019,102160,141512,34862,514308,331619
5,Y,2,H1_1,NO,NO,NO,17321,129518,20875,3728242,38807,967529,151662,5035747,2845030,1297382,185507,427012,85974,5393460,639234,1089149,352561,4142903,364019,121178,141763,43984,459768,291344
5,Y,2,H1_2,NO,NO,NO,11291,71976,12274,2143535,26308,544920,84558,3054197,1616044,769771,103991,245680,47727,3288054,387814,632697,212788,2657372,273256,82630,115022,31400,363328,235719
5,Y,2,H1_3,NO,NO,NO,12219,110264,19284,3150216,39125,822001,136677,4285625,2382958,1097096,161383,375978,76848,4570048,551646,936749,301784,3614394,331073,83476,120726,22715,440498,284416
5,Y,2,H3_1,NO,NO,NO,15285,93291,18429,3443430,38209,943386,122678,6197767,3402038,1567064,200853,338166,72627,7012762,720829,967184,249433,4075320,503308,68707,133345,33073,455682,409588
5,Y,2,H3_2,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,
5,Y,2,H3_3,NO,NO,NO,11916,45261,15283,1820535,27803,481463,60412,3387550,1725738,828820,100679,167202,51093,3692319,398024,531869,153874,2258065,319069,65380,100644,16470,302776,275657
5,Y,2,I2_1,NO,NO,NO,6534,36971,9817,1060799,13106,302452,33710,1937899,731807,569426,50469,72954,21192,1709679,220751,279229,74989,1250874,197684,36286,58256,13995,191446,212676
5,Y,2,I2_2,NO,NO,NO,11160,69965,13708,1833068,24778,538169,70846,3245377,1241949,967174,93727,150224,45287,2837818,386549,485376,130282,2038391,317373,46315,81896,19409,297055,322026
5,Y,2,I2_3,NO,NO,NO,10282,67163,16693,1799823,28218,524169,66923,3247241,1243628,968806,95128,142651,56117,2861645,398062,514399,139805,2138146,353842,70312,104395,23533,340040,380803
5,Y,2,I3_1,NO,NO,NO,11222,83846,14369,2100964,28425,620311,85237,3590691,1414700,1079851,115278,167435,51153,3081379,430831,556328,157133,2241509,395615,64918,102833,23207,352678,415076
5,Y,2,I3_2,NO,NO,NO,8615,67840,9675,1967464,23673,562421,70917,3403897,1330167,1003916,101954,144296,50545,2896815,399217,533126,146012,2116945,373618,73048,108553,22164,338820,399825
5,Y,2,I3_3,NO,NO,NO,5690,40142,11209,1019445,18151,297661,41783,1779806,702365,533090,55911,78752,26719,1530412,212166,273655,74126,1096593,192356,32099,53838,13195,175110,205183
5,Y,2,J1_1,NO,NO,NO,19136,73994,22040,4239678,35835,946610,74655,4164211,2049642,1109994,146578,186876,60843,3636330,447387,581925,200617,2251956,445311,78630,124165,26993,395546,326263
5,Y,2,J1_2,YES,NO,YES,6463,18978,8412,1092562,12005,240938,18231,1071298,532155,282491,37587,40057,12807,933083,109564,144357,47894,592170,125866,22451,37948,8205,110175,95025
5,Y,2,J1_3,NO,NO,NO,15371,45410,24163,2769014,22025,618887,47797,2718345,1341998,714974,95920,124043,37736,2350628,286528,387399,125491,1444285,275687,44645,77391,15878,252317,206137
5,Y,2,J2_1,NO,NO,NO,22659,83069,23087,4400754,37594,1007196,79835,4144147,2178054,1140989,153185,196671,55141,3647674,446427,582999,185880,2164542,412726,64879,109693,28355,353563,298903
